term,entropy
보장 ##받,2.614741053448415
오해 ##받,2.6144632761309197
아이 ##가,2.614454730252654
미 ##나,2.614236727844813
끌 ##고 ##가,2.614070233867094
속 ##이,2.6139568749572755
처분 ##하,2.6135800458005294
세상 ##이,2.613156335442502
신인 ##이,2.6131176269250944
주행 ##하,2.613097959077316
구입 ##하,2.612490596173447
돌파 ##하,2.6118626693015004
큰일 ##이,2.6113459123659637
로봇 ##이,2.610919636701217
걱정 ##이,2.6107510012382704
격투 ##게임,2.610745857327828
생존 ##하,2.6107393766895286
증명 ##하,2.6103654456052388
돌격 ##병,2.6101541707436744
대학 ##로,2.6099030626273665
오버 ##워치,2.60987762679223
떼 ##어 ##내,2.6097724439900256
여사 ##제,2.6096628860185493
나데 ##시코,2.6095346852276315
멀티 ##플레이어,2.609515574688425
키 ##르,2.6087476199391175
컨 ##티 ##뉴,2.608724764616008
살 ##이,2.6085502352270833
에 ##피,2.608530248217684
차원 ##이,2.6083863063439825
사이언 ##티스 ##트,2.6081845357656293
진학 ##하,2.607797548202468
메인 ##탱커,2.6073732743743245
스트리 ##머,2.606833038496147
일반 ##화,2.606720886734748
얘기 ##해 ##주,2.6065253590979895
녀석 ##이,2.606327300863662
중 ##후반,2.6061817329571406
기절 ##하,2.6061436285415027
제거 ##하,2.6052041217082116
일상 ##물,2.6051429956132655
건물 ##주,2.6047954052539244
쿨 ##감,2.6046127970964337
손 ##이,2.604363942779227
몇 ##시간,2.6041010602964896
데 ##하카,2.6040098674682395
보물 ##이,2.6039251399216248
트 ##롤러,2.603685097288783
대구 ##광역시,2.6029497717362857
트 ##위치,2.602619929943259
솔 ##랭 ##전사,2.602380779932482
가족 ##관계,2.602363383096564
긴장 ##하,2.6021575536027663
알 ##고 ##있,2.6016827448065065
마물 ##이,2.601682462203505
배틀 ##물,2.6016524743776857
훔쳐 ##먹,2.6015683031684986
자 ##힐,2.601491676650586
본 ##좌,2.5999618943595797
근 ##딜,2.59986655349056
통일 ##하,2.5997812046838984
다 ##나,2.599745216753109
불법 ##이,2.5996731764859144
마계 ##법사,2.5995247827947634
삶 ##이,2.5990068141346887
육 ##거리,2.5985652148876373
베 ##놈,2.598491923650751
게 ##닌,2.5976404725844255
중 ##갑,2.5975055058272907
재 ##구성,2.5970084495428454
꽂 ##아 ##넣,2.596863448436139
이중 ##잣대,2.596799189209823
키 ##류,2.5964162765500434
마음 ##이,2.5963562228942147
소멸 ##하,2.5963451361484307
두 ##달,2.5961179041901974
편성 ##하,2.595550315997341
검 ##귀,2.595305543927985
좌 ##클릭,2.595167240477857
구출 ##하,2.594939010922856
받 ##아 ##내,2.5947250207696957
탈 ##론,2.59459097293835
놀이 ##기구,2.594407113013975
단축 ##하,2.5942457949702207
마지막 ##이,2.5939608025751473
이 ##주,2.593736523116027
무 ##당파,2.593730956981854
일반 ##몹,2.593730956981854
오드 ##아이즈,2.593569112406865
수집 ##하,2.593259426773976
금융 ##기관,2.592303643947014
귀족 ##이,2.5921557052954194
점령 ##하,2.592086150747013
시전 ##하,2.59202294386663
스펙 ##이,2.5912078272806305
터 ##렛,2.590864251762303
제지 ##하,2.5906005101997853
확인 ##사살,2.590019073194969
가족 ##이,2.589776654160817
등록 ##하,2.5897115270840105
위력 ##이,2.5896277205426648
주인 ##이,2.5895328979429344
로컬 ##라이징,2.589509730365171
급 ##이,2.588846682811167
잘 ##해 ##주,2.588817675945289
종합 ##뉴스,2.588759045390794
고 ##가,2.588573162682118
봄 ##이,2.588573162682118
실토 ##하,2.5885667281767537
도시 ##철도,2.588210668891359
친 ##누나,2.587976380224867
노 ##답,2.5877945381304683
상무 ##지구,2.5876935596968886
깔려 ##있,2.587600705515359
부상 ##이,2.5871370538666048
신 ##천,2.5869354129510826
놀 ##러 ##가,2.5867336085773953
사령관 ##이,2.586358960181977
섭외 ##하,2.586189486230619
돼 ##있,2.58542630381948
작성 ##하,2.585412499914237
바하 ##무트,2.5853487901870067
배정 ##하,2.585130089557106
특전 ##사,2.5846732152749907
당황 ##하,2.584573201542402
왕 ##귀,2.584070454296291
막 ##아 ##주,2.583708642629635
바꿔 ##놓,2.583700038706376
못 ##받,2.5835427734850893
워 ##마드,2.5829271071863644
고유 ##명사,2.582782614176905
그 ##랑,2.5824119005154422
운영 ##자,2.582399632063241
맹금 ##류,2.5820454859598136
마무리 ##하,2.581845278597124
대형 ##마트,2.581320818875278
교전 ##하,2.581173405623537
잡 ##아 ##주,2.580882022150356
마련 ##하,2.5808516635573953
변명 ##하,2.580811370891238
계획 ##대로,2.580599323806568
체크 ##하,2.580581807917169
자신 ##이,2.5803820520517378
노 ##움,2.580161669837298
초 ##능력자,2.5798439652180236
결 ##전기,2.579659366908484
고 ##폭,2.5796246736085746
