term,entropy
##했었 ##고,4.167797648168489
##들 ##로 ##만,4.166977935162943
##되 ##진,4.166642358628476
##했었 ##다고,4.166039252986012
##하 ##는 ##듯,4.165539461941761
##장 ##은,4.164161162283995
##하 ##는 ##데 ##는,4.16317273525376
##표 ##로,4.162428189099984
##대 ##를,4.162395411152272
##했 ##다면서,4.161001276911777
##기능 ##을,4.15980869701444
##파 ##의,4.158788552800725
##자 ##는,4.1587664874755665
##점 ##과,4.158111246121293
##해 ##본,4.156669867886969
##되 ##었 ##으니,4.154302440921318
##되 ##지 ##도,4.1539712693689035
##들 ##이 ##기,4.151210108066541
##지역 ##이,4.150315736577034
##들 ##이 ##지만,4.150213199194834
##화 ##까지,4.149974200343459
##했 ##는지 ##는,4.149890960696981
##정도 ##로,4.148978257777071
##초 ##로,4.148958962677025
##몬 ##과,4.147686557008429
##시켰 ##던,4.147571980254109
##조 ##의,4.146547641861904
##제 ##의,4.146038550507162
##족 ##이,4.145003333467719
##미 ##를,4.144234015721229
##권 ##으로,4.143237611431152
##회 ##에서,4.142746848959894
##이 ##로,4.141014979758025
##하 ##시 ##는,4.139619529833637
##년 ##으로,4.138929499272409
##위원회 ##에서,4.138629412290236
##위원회 ##를,4.138620091387573
##시 ##로,4.137860457216531
##공격 ##이,4.137295338993864
##세 ##로,4.137222597783766
##즈 ##에,4.137105165116513
##년 ##식,4.137052372110311
##시켰 ##을,4.135904399174352
##시간 ##의,4.135573294144104
##건 ##을,4.135036358499117
##받 ##기,4.134269953645106
##화 ##도,4.1342691189806935
##사 ##가,4.1339294913497
##순 ##으로,4.133780679425879
##카 ##가,4.133680213253734
##집 ##에서,4.132351748280493
##시간 ##에,4.131220919209007
##적 ##일,4.129818594253993
##도 ##는,4.128921545358405
##대 ##가,4.128540735875957
##파 ##를,4.12642719391215
##인 ##들 ##은,4.124730180998265
##함 ##도,4.124501246930879
##인지 ##도,4.12359392609711
##부대 ##를,4.1224452034280405
##장 ##이,4.122160749354515
##라인 ##을,4.12194519273401
##과정 ##을,4.121218030299559
##부분 ##을,4.119972116397944
##카드 ##는,4.119758586664195
##류 ##와,4.119559437240372
##집 ##을,4.119291178795746
##모양 ##의,4.1183484158071
##점 ##에서,4.117785236405274
##할 ##만큼,4.116599532990914
##까지 ##를,4.115881203181899
##글 ##이,4.115078002493516
##만 ##으로 ##도,4.114913514026768
##코 ##가,4.113882857705778
##했었 ##는데,4.113700416559418
##하 ##냐며,4.11364571009841
##인 ##것,4.113559168847703
##계 ##로,4.113176979758442
##론 ##에,4.113095094625279
##부대 ##의,4.113052761906255
##석 ##으로,4.112147703925068
##당했 ##을,4.111365868006254
##년 ##생,4.110166695563928
##작전 ##을,4.109778956998702
##적 ##이 ##었 ##던,4.109727814280795
##들 ##간 ##의,4.109579157568907
##명 ##에,4.109216741641814
##판 ##에서,4.107622169918334
##이 ##냐고,4.107500722271586
##시 ##엔,4.1067722785623415
##부대 ##가,4.106763574284912
##스 ##에,4.106763452821307
##했 ##음 ##이,4.105975862416334
##인 ##것 ##을,4.102354481786032
##중학교 ##로,4.102323966986587
##부 ##가,4.102311045715352
##시 ##와,4.102029273243225
##아 ##를,4.101865050523419
##밖 ##에,4.101586652135393
##물 ##로,4.101296843508444
##명 ##의,4.100806933573952
##상태 ##의,4.100673519392051
##받 ##았 ##다고,4.100264331543795
##영상 ##이,4.10020679115212
##초 ##에서,4.09998912072587
##마을 ##을,4.099329368735299
##인 ##들 ##의,4.099099742151504
##코 ##를,4.098261077837582
##기 ##에,4.098260684337406
##받 ##지,4.0966212990616
##족 ##과,4.09636095186493
##류 ##가,4.0946969126615285
##판 ##으로,4.093790916340013
##명 ##이,4.091623391935449
##물 ##이,4.090408003794252
##수 ##와,4.090191627143776
##년 ##도,4.0894028793068316
##생활 ##을,4.089341299700852
##글 ##을,4.0884401743890555
##시설 ##이,4.088191111202516
##화 ##되 ##면서,4.087214433539443
##건 ##의,4.086388103865997
##급 ##에,4.085525438253098
##경기 ##를,4.083721248728327
##율 ##은,4.080574298411987
##씨 ##를,4.079232258498587
##급 ##을,4.07731686014223
##적 ##으로 ##나,4.075855174693244
##역 ##의,4.075479061975328
##시키 ##기 ##로,4.07375452260885
##살 ##이,4.073684808086404
##시설 ##을,4.07322987958167
##장비 ##를,4.073093084876817
##군 ##에게,4.072803972604697
##하 ##고는,4.071978692375286
##작 ##을,4.071946933158287
##채 ##로,4.071603554865438
##권 ##도,4.071138624686788
##스 ##가,4.071127636891485
##당하 ##자,4.0699607399189075
##에서 ##만큼 ##은,4.068431638759982
##인 ##이,4.068302293549906
##내 ##에,4.066597029978989
##로부터 ##의,4.065939584153061
##으로서 ##도,4.06588119028224
##급 ##과,4.065793417166481
##으로써 ##는,4.065118760488386
##차 ##가,4.065076836809258
##하 ##였 ##다가,4.065008814754223
##였 ##는데,4.0641856579702145
##즈 ##와,4.062360166170836
##고 ##도,4.062265569805248
##나 ##에,4.0605397999603445
##팀 ##에서,4.05940709819807
##년 ##을,4.059346107255701
##용 ##이,4.059272566619542
##이 ##었 ##음 ##이,4.059257030197507
##트 ##는,4.058239491118874
##해야 ##한다는,4.057029199827788
##는 ##거,4.057025364013256
##조각 ##을,4.056748563244494
##팬 ##들 ##의,4.056047186704506
##수준 ##으로,4.055307448654959
##소스 ##를,4.053420126397697
##했 ##단,4.053285500972926
##되 ##다,4.053253718941704
##해 ##가 ##면서,4.052046221307331
